"ensembl_gene_id" "hgnc_symbol" "chromosome_name" "start_position" "end_position" "strand" "length"
"5066" "ENSG00000144278" "GALNT13" "2" 153871922 154453979 1 582057
"5067" "ENSG00000144283" "PKP4" "2" 158456952 158682879 1 225927
"5068" "ENSG00000144285" "SCN1A" "2" 165984641 166149214 -1 164573
"5069" "ENSG00000144290" "SLC4A10" "2" 161424332 161985282 1 560950
"5070" "ENSG00000144306" "SCRN3" "2" 174395730 174429575 1 33845
"5071" "ENSG00000144320" "LNPK" "2" 175923882 176002839 -1 78957
"5072" "ENSG00000144331" "ZNF385B" "2" 179441982 179861612 -1 419630
"5073" "ENSG00000144339" "TMEFF2" "2" 191949043 192194933 -1 245890
"5074" "ENSG00000144354" "CDCA7" "2" 173354820 173368997 1 14177
"5075" "ENSG00000144355" "DLX1" "2" 172084740 172089677 1 4937
"5076" "ENSG00000144357" "UBR3" "2" 169827454 170084131 1 256677
"5077" "ENSG00000144362" "PHOSPHO2" "2" 169694454 169701708 1 7254
"5078" "ENSG00000144366" "GULP1" "2" 188291669 188595931 1 304262
"5079" "ENSG00000144369" "FAM171B" "2" 186694060 186765959 1 71899
"5080" "ENSG00000144381" "HSPD1" "2" 197486584 197516737 -1 30153
"5081" "ENSG00000144395" "CCDC150" "2" 196639554 196763490 1 123936
"5082" "ENSG00000144401" "METTL21A" "2" 207580631 207625928 -1 45297
"5083" "ENSG00000144406" "UNC80" "2" 209771832 209999300 1 227468
"5084" "ENSG00000144407" "PTH2R" "2" 208359714 208854503 1 494789
"5085" "ENSG00000144410" "CPO" "2" 206939518 206969474 1 29956
"5086" "ENSG00000144426" "NBEAL1" "2" 203014608 203226378 1 211770
"5087" "ENSG00000144445" "KANSL1L" "2" 210021421 210171409 -1 149988
"5088" "ENSG00000144451" "SPAG16" "2" 213284389 214410501 1 1126112
"5089" "ENSG00000144452" "ABCA12" "2" 214931542 215138626 -1 207084
"5090" "ENSG00000144455" "SUMF1" "3" 3700814 4467273 -1 766459
"5091" "ENSG00000144460" "NYAP2" "2" 225399710 225654018 1 254308
"5092" "ENSG00000144468" "RHBDD1" "2" 226835581 226999215 1 163634
"5093" "ENSG00000144476" "ACKR3" "2" 236567787 236582354 1 14567
"5094" "ENSG00000144481" "TRPM8" "2" 233917373 234019522 1 102149
"5095" "ENSG00000144485" "HES6" "2" 238238267 238240662 -1 2395
"5096" "ENSG00000144488" "ESPNL" "2" 238100340 238133287 1 32947
"5097" "ENSG00000144504" "ANKMY1" "2" 240479422 240569209 -1 89787
"5098" "ENSG00000144524" "COPS7B" "2" 231781671 231809254 1 27583
"5099" "ENSG00000144535" "DIS3L2" "2" 231961245 232344350 1 383105
"5100" "ENSG00000144550" "CPNE9" "3" 9703826 9729908 1 26082
"5101" "ENSG00000144554" "FANCD2" "3" 10026370 10101932 1 75562
"5102" "ENSG00000144559" "TAMM41" "3" 11790442 11846919 -1 56477
"5103" "ENSG00000144560" "VGLL4" "3" 11556069 11771350 -1 215281
"5104" "ENSG00000144566" "RAB5A" "3" 19947097 19985175 1 38078
"5105" "ENSG00000144567" "RETREG2" "2" 219176225 219185475 1 9250
"5106" "ENSG00000144579" "CTDSP1" "2" 218398256 218405941 1 7685
"5107" "ENSG00000144580" "CNOT9" "2" 218568580 218597080 1 28500
"5108" "ENSG00000144583" "MARCHF4" "2" 216257865 216372483 -1 114618
"5109" "ENSG00000144589" "STK11IP" "2" 219597857 219616451 1 18594
"5110" "ENSG00000144591" "GMPPA" "2" 219498865 219513898 1 15033
"5111" "ENSG00000144596" "GRIP2" "3" 14489107 14556075 -1 66968
"5112" "ENSG00000144597" "EAF1" "3" 15427598 15450635 1 23037
"5113" "ENSG00000144619" "CNTN4" "3" 2098813 3057959 1 959146
"5114" "ENSG00000144642" "RBMS3" "3" 28574791 30010391 1 1435600
"5115" "ENSG00000144711" "IQSEC1" "3" 12897043 13283281 -1 386238
"5116" "ENSG00000144712" "CAND2" "3" 12796472 12871916 1 75444
"5117" "ENSG00000144713" "RPL32" "3" 12834485 12841582 -1 7097
"5119" "ENSG00000145835" "CDKN2AIPNLP2" "2" 26827169 26827520 -1 351
"5120" "ENSG00000146205" "ANO7" "2" 241188509 241225976 1 37467
"5121" "ENSG00000146556" "WASH2P" "2" 113583593 113599081 1 15488
"5122" "ENSG00000150540" "HNMT" "2" 137964020 138016364 1 52344
"5123" "ENSG00000150551" "LYPD1" "2" 132643286 132671579 -1 28293
"5124" "ENSG00000150556" "LYPD6B" "2" 149038107 149215262 1 177155
"5125" "ENSG00000150722" "PPP1R1C" "2" 181954241 182131398 1 177157
"5126" "ENSG00000150873" "C2orf50" "2" 11133128 11151317 1 18189
"5127" "ENSG00000150938" "CRIM1" "2" 36355778 36551135 1 195357
"5128" "ENSG00000150995" "ITPR1" "3" 4493345 4847506 1 354161
"5129" "ENSG00000151090" "THRB" "3" 24117153 24495756 -1 378603
"5130" "ENSG00000151092" "NGLY1" "3" 25718944 25790039 -1 71095
"5131" "ENSG00000151093" "OXSM" "3" 25782917 25794534 1 11617
"5132" "ENSG00000151353" "TMEM18" "2" 663877 677406 -1 13529
"5133" "ENSG00000151360" "ALLC" "2" 3658200 3702671 1 44471
"5134" "ENSG00000151379" "MSGN1" "2" 17816460 17817798 1 1338
"5135" "ENSG00000151665" "PIGF" "2" 46580937 46617055 -1 36118
"5136" "ENSG00000151687" "ANKAR" "2" 189674290 189761193 1 86903
"5137" "ENSG00000151689" "INPP1" "2" 190343570 190371665 1 28095
"5138" "ENSG00000151690" "MFSD6" "2" 190408355 190509205 1 100850
"5139" "ENSG00000151692" "RNF144A" "2" 6917412 7068286 1 150874
"5140" "ENSG00000151693" "ASAP2" "2" 9206765 9405683 1 198918
"5141" "ENSG00000151694" "ADAM17" "2" 9488486 9556732 -1 68246
"5142" "ENSG00000151779" "NBAS" "2" 15166914 15561334 -1 394420
"5143" "ENSG00000151789" "ZNF385D" "3" 21412218 22373321 -1 961103
"5144" "ENSG00000152049" "KCNE4" "2" 223052190 223198399 1 146209
"5145" "ENSG00000152056" "AP1S3" "2" 223751686 223838027 -1 86341
"5146" "ENSG00000152076" "CCDC74B" "2" 130139287 130145134 -1 5847
"5147" "ENSG00000152082" "MZT2B" "2" 130181737 130190729 1 8992
"5148" "ENSG00000152086" "TUBA3E" "2" 130191745 130198439 -1 6694
"5149" "ENSG00000152093" "CFC1B" "2" 130521197 130528604 1 7407
"5150" "ENSG00000152102" "FAM168B" "2" 131047876 131093460 -1 45584
"5151" "ENSG00000152117" "SMPD4BP" "2" 131492813 131521573 1 28760
"5152" "ENSG00000152127" "MGAT5" "2" 134119983 134454621 1 334638
"5153" "ENSG00000152128" "TMEM163" "2" 134455759 134719000 -1 263241
"5154" "ENSG00000152133" "GPATCH11" "2" 37084451 37099244 1 14793
"5155" "ENSG00000152147" "GEMIN6" "2" 38751534 38785002 1 33468
"5156" "ENSG00000152154" "TMEM178A" "2" 39664982 39717963 1 52981
"5157" "ENSG00000152253" "SPC25" "2" 168834132 168913371 -1 79239
"5158" "ENSG00000152254" "G6PC2" "2" 168901291 168910000 1 8709
"5159" "ENSG00000152256" "PDK1" "2" 172555373 172608669 1 53296
"5160" "ENSG00000152284" "TCF7L1" "2" 85133392 85310387 1 176995
"5161" "ENSG00000152291" "TGOLN2" "2" 85318027 85328251 -1 10224
"5162" "ENSG00000152292" "SH2D6" "2" 85418714 85437029 1 18315
"5163" "ENSG00000152430" "BOLL" "2" 197726879 197786762 -1 59883
"5164" "ENSG00000152518" "ZFP36L2" "2" 43222402 43226606 -1 4204
"5165" "ENSG00000152527" "PLEKHH2" "2" 43637260 43767987 1 130727
"5166" "ENSG00000152672" "CLEC4F" "2" 70808643 70820599 -1 11956
"5167" "ENSG00000152683" "SLC30A6" "2" 32165841 32224379 1 58538
"5168" "ENSG00000152689" "RASGRP3" "2" 33436324 33564750 1 128426
"5169" "ENSG00000152904" "GGPS1" "1" 235327350 235344532 1 17182
"5170" "ENSG00000153086" "ACMSD" "2" 134838616 134902034 1 63418
"5171" "ENSG00000153093" "ACOXL" "2" 110732539 111120610 1 388071
"5172" "ENSG00000153094" "BCL2L11" "2" 111119378 111168445 1 49067
"5173" "ENSG00000153107" "ANAPC1" "2" 111611639 111884690 -1 273051
"5174" "ENSG00000153165" "RGPD3" "2" 106391290 106468413 -1 77123
"5175" "ENSG00000153187" "HNRNPU" "1" 244840638 244864560 -1 23922
"5176" "ENSG00000153201" "RANBP2" "2" 108719482 108785809 1 66327
"5177" "ENSG00000153207" "AHCTF1" "1" 246839098 246931948 -1 92850
"5178" "ENSG00000153208" "MERTK" "2" 111898607 112029561 1 130954
"5179" "ENSG00000153214" "TMEM87B" "2" 112055269 112119318 1 64049
"5180" "ENSG00000153230" "OR14K1" "1" 247738615 247739559 1 944
"5181" "ENSG00000153234" "NR4A2" "2" 156324437 156342348 -1 17911
"5182" "ENSG00000153237" "CCDC148" "2" 158171073 158456753 -1 285680
"5183" "ENSG00000153246" "PLA2R1" "2" 159932006 160062615 -1 130609
"5184" "ENSG00000153250" "RBMS1" "2" 160272151 160493807 -1 221656
"5185" "ENSG00000153253" "SCN3A" "2" 165087526 165204050 -1 116524
"5186" "ENSG00000153561" "RMND5A" "2" 86720291 86778041 1 57750
"5187" "ENSG00000153563" "CD8A" "2" 86784610 86808396 -1 23786
"5188" "ENSG00000153574" "RPIA" "2" 88691673 88750929 1 59256
"5189" "ENSG00000153820" "SPHKAP" "2" 227979955 228181687 -1 201732
"5190" "ENSG00000153823" "PID1" "2" 228850526 229271287 -1 420761
"5191" "ENSG00000153827" "TRIP12" "2" 229763837 229923239 -1 159402
"5192" "ENSG00000153832" "FBXO36" "2" 229922302 230013119 1 90817
"5193" "ENSG00000154252" "GAL3ST2" "2" 241776822 241804287 1 27465
"5194" "ENSG00000154429" "CCSAP" "1" 229321011 229343294 -1 22283
"5195" "ENSG00000154479" "CCDC173" "2" 169645425 169694405 -1 48980
"5196" "ENSG00000154518" "ATP5MC3" "2" 175176258 175181710 -1 5452
"5197" "ENSG00000154743" "TSEN2" "3" 12484421 12541549 1 57128
"5198" "ENSG00000154764" "WNT7A" "3" 13816258 13880071 -1 63813
"5199" "ENSG00000154767" "XPC" "3" 14145147 14178621 -1 33474
"5200" "ENSG00000154781" "CCDC174" "3" 14651762 14672659 1 20897
"5201" "ENSG00000154783" "FGD5" "3" 14810853 14934571 1 123718
"5202" "ENSG00000154813" "DPH3" "3" 16257061 16264969 -1 7908
"5203" "ENSG00000154814" "OXNAD1" "3" 16265160 16350299 1 85139
"5204" "ENSG00000154822" "PLCL2" "3" 16802651 17090604 1 287953
"5205" "ENSG00000155052" "CNTNAP5" "2" 124025287 124921219 1 895932
"5206" "ENSG00000155066" "PROM2" "2" 95274449 95291308 1 16859
"5207" "ENSG00000155368" "DBI" "2" 119366924 119372550 1 5626
"5208" "ENSG00000155438" "NIFK" "2" 121726945 121736911 -1 9966
"5209" "ENSG00000155636" "RBM45" "2" 178112424 178139011 1 26587
"5210" "ENSG00000155657" "TTN" "2" 178525989 178830802 -1 304813
"5211" "ENSG00000155729" "KCTD18" "2" 200488958 200519784 -1 30826
"5212" "ENSG00000155744" "FAM126B" "2" 200973718 201071671 -1 97953
"5213" "ENSG00000155749" "FLACC1" "2" 201288271 201357398 -1 69127
"5214" "ENSG00000155754" "C2CD6" "2" 201487421 201619178 -1 131757
"5215" "ENSG00000155755" "TMEM237" "2" 201620184 201643570 -1 23386
"5216" "ENSG00000155760" "FZD7" "2" 202033855 202038441 1 4586
"5217" "ENSG00000155816" "FMN2" "1" 240014348 240475187 1 460839
"5218" "ENSG00000156959" "LHFPL4" "3" 9498361 9553822 -1 55461
"5219" "ENSG00000156966" "B3GNT7" "2" 231395710 231401164 1 5454
"5220" "ENSG00000156973" "PDE6D" "2" 231732433 231786272 -1 53839
"5221" "ENSG00000156983" "BRPF1" "3" 9731729 9748019 1 16290
"5222" "ENSG00000156990" "RPUSD3" "3" 9837849 9844602 -1 6753
"5223" "ENSG00000157014" "TATDN2" "3" 10248023 10281218 1 33195
"5224" "ENSG00000157017" "GHRL" "3" 10285666 10292947 -1 7281
"5225" "ENSG00000157020" "SEC13" "3" 10293131 10321112 -1 27981
"5226" "ENSG00000157087" "ATP2B2" "3" 10324023 10708007 -1 383984
"5227" "ENSG00000157103" "SLC6A1" "3" 10992186 11039247 1 47061
"5228" "ENSG00000157150" "TIMP4" "3" 12153068 12158912 -1 5844
"5229" "ENSG00000157152" "SYN2" "3" 12004388 12192032 1 187644
"5230" "ENSG00000157827" "FMNL2" "2" 152335174 152649826 1 314652
"5231" "ENSG00000157833" "GAREM2" "2" 26173088 26189663 1 16575
"5232" "ENSG00000157851" "DPYSL5" "2" 26847747 26950351 1 102604
"5233" "ENSG00000157856" "DRC1" "2" 26401920 26456711 1 54791
"5234" "ENSG00000157884" "CIB4" "2" 26581205 26641366 -1 60161
"5235" "ENSG00000157985" "AGAP1" "2" 235494043 236131800 1 637757
"5236" "ENSG00000157992" "KRTCAP3" "2" 27442366 27446481 1 4115
"5237" "ENSG00000158019" "BABAM2" "2" 27889941 28338901 1 448960
"5238" "ENSG00000158050" "DUSP2" "2" 96143169 96145440 -1 2271
"5239" "ENSG00000158089" "GALNT14" "2" 30910467 31155202 -1 244735
"5240" "ENSG00000158125" "XDH" "2" 31334321 31414742 -1 80421
"5241" "ENSG00000158158" "CNNM4" "2" 96760902 96811874 1 50972
"5242" "ENSG00000158411" "MITD1" "2" 99161427 99181058 -1 19631
"5243" "ENSG00000158417" "EIF5B" "2" 99337371 99401326 1 63955
"5244" "ENSG00000158428" "CATIP" "2" 218356857 218368099 1 11242
"5245" "ENSG00000158435" "CNOT11" "2" 101252886 101270316 1 17430
"5246" "ENSG00000158552" "ZFAND2B" "2" 219195237 219209651 1 14414
"5247" "ENSG00000159186" "ATP5POP1" "2" 206236236 206236871 -1 635
"5249" "ENSG00000159374" "M1AP" "2" 74557883 74648338 -1 90455
"5250" "ENSG00000159399" "HK2" "2" 74834127 74893359 1 59232
"5251" "ENSG00000162711" "NLRP3" "1" 247416156 247449108 1 32952
"5252" "ENSG00000162714" "ZNF496" "1" 247297412 247331867 -1 34455
"5253" "ENSG00000162722" "TRIM58" "1" 247857187 247880138 1 22951
"5254" "ENSG00000162727" "OR2M5" "1" 248145148 248146086 1 938
"5255" "ENSG00000162804" "SNED1" "2" 240998618 241095568 1 96950
"5256" "ENSG00000162843" "WDR64" "1" 241652278 241802777 1 150499
"5257" "ENSG00000162849" "KIF26B" "1" 245154985 245709432 1 554447
"5258" "ENSG00000162851" "TFB2M" "1" 246540561 246566261 -1 25700
"5259" "ENSG00000162852" "CNST" "1" 246566444 246668595 1 102151
"5260" "ENSG00000162869" "PPP1R21" "2" 48440598 48515391 1 74793
"5261" "ENSG00000162878" "PKDCC" "2" 42048021 42058517 1 10496
"5262" "ENSG00000162881" "OXER1" "2" 42762481 42764261 -1 1780
"5263" "ENSG00000162882" "HAAO" "2" 42767089 42792593 -1 25504
"5264" "ENSG00000162885" "B3GALNT2" "1" 235447190 235504452 -1 57262
"5265" "ENSG00000162924" "REL" "2" 60881521 60931612 1 50091
"5266" "ENSG00000162927" "PUS10" "2" 60940222 61018259 -1 78037
"5267" "ENSG00000162928" "PEX13" "2" 61017225 61051990 1 34765
"5268" "ENSG00000162929" "SANBR" "2" 61065871 61138034 1 72163
"5269" "ENSG00000162944" "RFTN2" "2" 197568224 197676045 -1 107821
"5270" "ENSG00000162946" "DISC1" "1" 231626790 232041272 1 414482
"5271" "ENSG00000162947" "LINC01931" "2" 149745648 149859191 -1 113543
"5272" "ENSG00000162949" "CAPN13" "2" 30722771 30820542 -1 97771
"5273" "ENSG00000162951" "LRRTM1" "2" 80288351 80304752 -1 16401
"5274" "ENSG00000162959" "MEMO1" "2" 31865060 32011230 -1 146170
"5275" "ENSG00000162961" "DPY30" "2" 31867809 32039805 -1 171996
"5276" "ENSG00000162971" "TYW5" "2" 199928913 199955736 -1 26823
"5277" "ENSG00000162972" "MAIP1" "2" 199955317 200008540 1 53223
"5278" "ENSG00000162975" "KCNF1" "2" 10911934 10914225 1 2291
"5279" "ENSG00000162976" "SLC66A3" "2" 11155198 11178870 1 23672
"5280" "ENSG00000162980" "ARL5A" "2" 151788984 151828492 -1 39508
"5281" "ENSG00000162981" "LRATD1" "2" 14632700 14650814 1 18114
"5282" "ENSG00000162989" "KCNJ3" "2" 154697855 154858354 1 160499
"5283" "ENSG00000162992" "NEUROD1" "2" 181668295 181680827 -1 12532
"5284" "ENSG00000162994" "CLHC1" "2" 55172547 55232563 -1 60016
"5285" "ENSG00000162997" "PRORSD1P" "2" 55282319 55284522 1 2203
"5286" "ENSG00000162998" "FRZB" "2" 182833275 182866637 -1 33362
"5287" "ENSG00000162999" "DUSP19" "2" 183078559 183100008 1 21449
"5288" "ENSG00000163001" "CFAP36" "2" 55519604 55545079 1 25475
"5289" "ENSG00000163002" "NUP35" "2" 183117513 183161680 1 44167
"5290" "ENSG00000163006" "CCDC138" "2" 108786757 108885477 1 98720
"5291" "ENSG00000163012" "ZSWIM2" "2" 186827475 186849208 -1 21733
"5292" "ENSG00000163013" "FBXO41" "2" 73254682 73284478 -1 29796
"5293" "ENSG00000163016" "ALMS1P1" "2" 73641083 73697509 1 56426
"5294" "ENSG00000163017" "ACTG2" "2" 73892314 73919865 1 27551
"5295" "ENSG00000163026" "WDCP" "2" 24029347 24049575 -1 20228
"5296" "ENSG00000163029" "SMC6" "2" 17663812 17800242 -1 136430
"5297" "ENSG00000163032" "VSNL1" "2" 17539126 17657018 1 117892
"5298" "ENSG00000163040" "CCDC74A" "2" 131527675 131533666 1 5991
"5299" "ENSG00000163046" "ANKRD30BL" "2" 132147591 132257969 -1 110378
"5300" "ENSG00000163053" "SLC16A14" "2" 230034982 230068993 -1 34011
"5301" "ENSG00000163060" "TEKT4" "2" 94871430 94876823 1 5393
"5302" "ENSG00000163064" "EN1" "2" 118842171 118847648 -1 5477
"5303" "ENSG00000163072" "NOSTRIN" "2" 168786539 168865514 1 78975
"5304" "ENSG00000163075" "CFAP221" "2" 119544432 119662251 1 117819
"5305" "ENSG00000163081" "CCDC140" "2" 222298147 222305217 1 7070
"5306" "ENSG00000163082" "SGPP2" "2" 222424543 222562621 1 138078
"5307" "ENSG00000163083" "INHBB" "2" 120346136 120351803 1 5667
"5308" "ENSG00000163092" "XIRP2" "2" 166888480 167259753 1 371273
"5309" "ENSG00000163093" "BBS5" "2" 169479480 169506655 1 27175
"5310" "ENSG00000163121" "NEURL3" "2" 96497646 96508109 -1 10463
"5311" "ENSG00000163126" "ANKRD23" "2" 96824526 96857934 -1 33408
"5312" "ENSG00000163161" "ERCC3" "2" 127257290 127294166 -1 36876
"5313" "ENSG00000163162" "RNF149" "2" 101271219 101308701 -1 37482
"5314" "ENSG00000163166" "IWS1" "2" 127436207 127526886 -1 90679
"5315" "ENSG00000163170" "BOLA3" "2" 74135400 74147912 -1 12512
"5316" "ENSG00000163171" "CDC42EP3" "2" 37641882 37738468 -1 96586
"5317" "ENSG00000163214" "DHX57" "2" 38797729 38875934 -1 78205
"5318" "ENSG00000163217" "BMP10" "2" 68860909 68871397 -1 10488
"5319" "ENSG00000163219" "ARHGAP25" "2" 68679601 68826833 1 147232
"5320" "ENSG00000163235" "TGFA" "2" 70447284 70554193 -1 106909
"5321" "ENSG00000163249" "CCNYL1" "2" 207711540 207761839 1 50299
"5322" "ENSG00000163251" "FZD5" "2" 207762598 207769906 -1 7308
"5323" "ENSG00000163254" "CRYGC" "2" 208128137 208129828 -1 1691
"5324" "ENSG00000163273" "NPPC" "2" 231921809 231926396 -1 4587
"5325" "ENSG00000163283" "ALPP" "2" 232378724 232382889 1 4165
"5326" "ENSG00000163286" "ALPG" "2" 232406844 232410714 1 3870
"5327" "ENSG00000163295" "ALPI" "2" 232456125 232460753 1 4628
"5328" "ENSG00000163328" "GPR155" "2" 174431571 174487094 -1 55523
"5329" "ENSG00000163331" "DAPL1" "2" 158795317 158862781 1 67464
"5330" "ENSG00000163359" "COL6A3" "2" 237324003 237414328 -1 90325
"5331" "ENSG00000163364" "LINC01116" "2" 176629572 176637931 -1 8359
"5332" "ENSG00000163449" "TMEM169" "2" 216081866 216102783 1 20917
"5333" "ENSG00000163464" "CXCR1" "2" 218162841 218166962 -1 4121
"5334" "ENSG00000163466" "ARPC2" "2" 218217141 218254356 1 37215
"5335" "ENSG00000163481" "RNF25" "2" 218663892 218672002 -1 8110
"5336" "ENSG00000163482" "STK36" "2" 218672069 218702716 1 30647
"5337" "ENSG00000163491" "NEK10" "3" 27106484 27369460 -1 262976
"5338" "ENSG00000163492" "CCDC141" "2" 178829757 179050137 -1 220380
"5339" "ENSG00000163497" "FEV" "2" 218981087 218985184 -1 4097
"5340" "ENSG00000163499" "CRYBA2" "2" 218990189 218993422 -1 3233
"5341" "ENSG00000163501" "IHH" "2" 219054424 219060921 -1 6497
"5342" "ENSG00000163508" "EOMES" "3" 27715949 27722711 -1 6762
"5343" "ENSG00000163510" "CWC22" "2" 179944876 180007297 -1 62421
"5344" "ENSG00000163512" "AZI2" "3" 28315003 28349050 -1 34047
"5345" "ENSG00000163516" "ANKZF1" "2" 219229783 219236679 1 6896
"5346" "ENSG00000163517" "HDAC11" "3" 13479724 13506424 1 26700
"5347" "ENSG00000163520" "FBLN2" "3" 13549125 13638422 1 89297
"5348" "ENSG00000163521" "GLB1L" "2" 219236598 219245478 -1 8880
"5349" "ENSG00000163528" "CHCHD4" "3" 14112077 14124870 -1 12793
"5350" "ENSG00000163535" "SGO2" "2" 200510008 200584096 1 74088
"5351" "ENSG00000163541" "SUCLG1" "2" 84423528 84460045 -1 36517
"5352" "ENSG00000163576" "EFHB" "3" 19879472 19947025 -1 67553
"5353" "ENSG00000163586" "FABP1" "2" 88122982 88128062 -1 5080
"5354" "ENSG00000163596" "ICA1L" "2" 202773150 202871766 -1 98616
"5355" "ENSG00000163599" "CTLA4" "2" 203867771 203873965 1 6194
"5356" "ENSG00000163600" "ICOS" "2" 203936763 203961577 1 24814
"5357" "ENSG00000163701" "IL17RE" "3" 9902612 9916402 1 13790
"5358" "ENSG00000163702" "IL17RC" "3" 9917074 9933630 1 16556
"5359" "ENSG00000163703" "CRELD1" "3" 9933793 9945413 1 11620
"5360" "ENSG00000163704" "PRRT3" "3" 9945542 9952408 -1 6866
"5361" "ENSG00000163705" "FANCD2OS" "3" 10081317 10108255 -1 26938
"5362" "ENSG00000163719" "MTMR14" "3" 9649433 9702393 1 52960
"5363" "ENSG00000163792" "TCF23" "2" 27149004 27156974 1 7970
"5364" "ENSG00000163793" "DNAJC5G" "2" 27275433 27281499 1 6066
"5365" "ENSG00000163794" "UCN" "2" 27307400 27308445 -1 1045
"5366" "ENSG00000163795" "ZNF513" "2" 27377235 27380790 -1 3555
"5367" "ENSG00000163798" "SLC4A1AP" "2" 27663471 27694976 1 31505
"5368" "ENSG00000163803" "PLB1" "2" 28457145 28644142 1 186997
"5369" "ENSG00000163806" "SPDYA" "2" 28782517 28850611 1 68094
"5370" "ENSG00000163811" "WDR43" "2" 28894667 28948219 1 53552
"5371" "ENSG00000167165" "UGT1A6" "2" 233691607 233773300 1 81693
"5372" "ENSG00000168118" "RAB4A" "1" 229271062 229305894 1 34832
"5373" "ENSG00000168129" "DHFRP3" "2" 82856826 82857384 1 558
"5374" "ENSG00000168137" "SETD5" "3" 9397615 9479240 1 81625
"5375" "ENSG00000168243" "GNG4" "1" 235547685 235650754 -1 103069
"5376" "ENSG00000168264" "IRF2BP2" "1" 234604269 234610178 -1 5909
"5377" "ENSG00000168275" "COA6" "1" 234373456 234385080 1 11624
"5378" "ENSG00000168280" "KIF5C" "2" 148875227 149026759 1 151532
"5379" "ENSG00000168288" "MMADHC" "2" 149569637 149587778 -1 18141
"5380" "ENSG00000168385" "SEPTIN2" "2" 241315100 241354027 1 38927
"5381" "ENSG00000168393" "DTYMK" "2" 241675747 241686944 -1 11197
"5382" "ENSG00000168395" "ING5" "2" 241687085 241729478 1 42393
"5383" "ENSG00000168397" "ATG4B" "2" 241637213 241673857 1 36644
"5384" "ENSG00000168427" "KLHL30" "2" 238138668 238152947 1 14279
"5385" "ENSG00000168497" "CAVIN2" "2" 191834310 191847088 -1 12778
"5386" "ENSG00000168505" "GBX2" "2" 236165236 236168386 -1 3150
"5387" "ENSG00000168530" "MYL1" "2" 210290150 210315174 -1 25024
"5388" "ENSG00000168542" "COL3A1" "2" 188974373 189012746 1 38373
"5389" "ENSG00000168582" "CRYGA" "2" 208160740 208163589 -1 2849
"5390" "ENSG00000168658" "VWA3B" "2" 98087116 98313299 1 226183
"5391" "ENSG00000168702" "LRP1B" "2" 140231423 142131016 -1 1899593
"5392" "ENSG00000168754" "FAM178B" "2" 96875882 96986580 -1 110698
"5393" "ENSG00000168758" "SEMA4C" "2" 96859718 96870757 -1 11039
"5394" "ENSG00000168763" "CNNM3" "2" 96816245 96835382 1 19137
"5395" "ENSG00000168874" "ATOH8" "2" 85751344 85791383 1 40039
"5396" "ENSG00000168878" "SFTPB" "2" 85657314 85668741 -1 11427
"5397" "ENSG00000168883" "USP39" "2" 85602856 85649283 1 46427
"5398" "ENSG00000168887" "C2orf68" "2" 85605254 85612066 -1 6812
"5399" "ENSG00000168890" "TMEM150A" "2" 85598547 85603196 -1 4649
"5400" "ENSG00000168894" "RNF181" "2" 85595725 85597708 1 1983
"5401" "ENSG00000168899" "VAMP5" "2" 85584431 85593406 1 8975
"5402" "ENSG00000168906" "MAT2A" "2" 85539168 85545281 1 6113
"5403" "ENSG00000168918" "INPP5D" "2" 233059967 233207903 1 147936
"5404" "ENSG00000168955" "TM4SF20" "2" 227362038 227381995 -1 19957
"5405" "ENSG00000168958" "MFF" "2" 227325151 227357836 1 32685
"5406" "ENSG00000168992" "OR7E102P" "2" 95546531 95547545 1 1014
"5407" "ENSG00000169006" "NTSR2" "2" 11658178 11670195 -1 12017
"5408" "ENSG00000169016" "E2F6" "2" 11444375 11466177 -1 21802
"5409" "ENSG00000169031" "COL4A3" "2" 227164624 227314792 1 150168
"5410" "ENSG00000169047" "IRS1" "2" 226731312 226799820 -1 68508
"5411" "ENSG00000169214" "OR6F1" "1" 247711436 247716646 -1 5210
"5412" "ENSG00000169224" "GCSAML" "1" 247507058 247577690 1 70632
"5413" "ENSG00000169432" "SCN9A" "2" 166195185 166376001 -1 180816
"5414" "ENSG00000169507" "SLC38A11" "2" 164894354 164955525 -1 61171
"5415" "ENSG00000169554" "ZEB2" "2" 144364364 144521057 -1 156693
"5416" "ENSG00000169564" "PCBP1" "2" 70087477 70089203 1 1726
"5417" "ENSG00000169599" "NFU1" "2" 69396113 69437628 -1 41515
"5418" "ENSG00000169604" "ANTXR1" "2" 69013176 69249327 1 236151
"5419" "ENSG00000169605" "GKN1" "2" 68974573 68980980 1 6407
"5420" "ENSG00000169607" "CKAP2L" "2" 112736349 112764664 -1 28315
"5421" "ENSG00000169618" "PROKR1" "2" 68643579 68658251 1 14672
"5422" "ENSG00000169621" "APLF" "2" 68467572 68655862 1 188290
"5423" "ENSG00000169629" "RGPD8" "2" 112368369 112434488 -1 66119
"5424" "ENSG00000169679" "BUB1" "2" 110637528 110678063 -1 40535
"5425" "ENSG00000169756" "LIMS1" "2" 108534355 108687246 1 152891
"5426" "ENSG00000169764" "UGP2" "2" 63840952 63891562 1 50610
"5427" "ENSG00000169814" "BTD" "3" 15601341 15722311 1 120970
"5428" "ENSG00000169967" "MAP3K2" "2" 127298668 127388465 -1 89797
"5429" "ENSG00000169994" "MYO7B" "2" 127535683 127637729 1 102046
"5430" "ENSG00000170035" "UBE2E3" "2" 180967248 181076585 1 109337
