Raw counts of sequencing reads (TPM)																
		Sample name														
		Donor1_M0	Donor1_M1	Donor1_M2IL10	Donor1_M2IL4	Donor1_TAMlike	Donor2_M0	Donor2_M1	Donor2_M2IL10	Donor2_M2IL4	Donor2_TAMlike	Donor3_M0	Donor3_M1	Donor3_M2IL10	Donor3_M2IL4	Donor3_TAMlike
		Sample number														
		Sp1_M0	Sp1_M1	Sp1_M2IL10	Sp1_M2IL4	Sp1_TAMlike	Sp2_M0	Sp2_M1	Sp2_M2IL10	Sp2_M2IL4	Sp2_TAMlike	Sp3_M0	Sp3_M1	Sp3_M2IL10	Sp3_M2IL4	Sp3_TAMlike
ID	symbol															
ENSG00000251001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251002		0	0.06	0.19	0	0.17	0	0	0	0	0.11	0.39	0	0.08	0.09	0.18
ENSG00000251003		0.1	0	0.17	0.12	0.4	0.06	0	0.09	0	0.29	0.35	0.13	0.13	0.06	0.07
ENSG00000251005		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251008	ORAOV1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251009		0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0.04
ENSG00000251010		0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.03	0
ENSG00000251011		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251012		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251013	GAPDHP62	0.28	0.07	0.09	0.11	0	0.11	0	0	0	0.1	0.17	0.27	0.25	0.47	0.24
ENSG00000251014		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251015	SLC25A30-AS1	0.1	0.07	0.09	0.09	0.08	0.15	0.05	0	0	0.14	0.07	0.15	0.09	0.06	0.19
ENSG00000251017		0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251018		0	0	0.06	0	0	0	0	0	0	0	0.05	0	0	0	0
ENSG00000251019	HIGD1AP13	0	0	1.44	0	0	0	0	0.67	0	0	0	0.44	1.58	0	0.42
ENSG00000251022		13.62	20.5	13.78	14.79	15.46	10.5	18.17	9.36	11.61	11.43	14.74	26.79	10.47	12.18	10.29
ENSG00000251023		0.1	0.13	0.39	0.2	0.27	0.21	0.16	0.12	0.18	0.11	0.19	0.1	0.14	0.14	0.11
ENSG00000251024		0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0
ENSG00000251025		0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0
ENSG00000251026		0.06	0	0.56	0.97	0.18	0.12	0.2	0.39	0	0	0.07	0	0.07	0	0.04
ENSG00000251027		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251031		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251032		0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0
ENSG00000251033		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251034		0.6	0.51	0.48	0.76	0.5	0.57	1.5	0.49	0.7	0.33	0.78	0.71	0.41	1.25	0.42
ENSG00000251035		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251038		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251039	IGKV2D-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251040		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251041		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251044		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251045		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251046		0.17	0.14	0.08	0.2	0.25	0.14	0.2	0.06	0.07	0.06	0.21	0.32	0.1	0.33	0.16
ENSG00000251048		0.2	0.25	0.09	0.27	0.47	0.2	0.78	0.15	0.11	0.63	0.25	0.43	0	0.24	0.16
ENSG00000251049		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251050		0.24	0.99	0	0	0.69	0	0	0	0	0	0	0	0	0	0
ENSG00000251051	ELL2P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251054		0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
ENSG00000251055		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251056	ANKRD20A17P	0.15	0.1	0.16	0.08	0.14	0.8	0.72	0.49	0	0.35	0.21	0.13	0	0.07	0.23
ENSG00000251058		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251059		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251061		0.08	0	0.11	0	0	0.08	0.09	0	0	0.08	0.21	0	0.15	0.36	0.1
ENSG00000251062		0	0	0	0	0	7.55	0	0	0	7.52	2.83	0	0	0	0
ENSG00000251066		0.06	0	0.06	0.05	0	0	0.05	0	0	0	0	0	0	0	0
ENSG00000251072		0	0	0	0	0.05	0	0.21	0	0	0.06	0	0.26	0	0	0
ENSG00000251073	NUDT19P5	0.3	0.33	0.74	0.27	0.87	0.76	0.2	0.23	0.66	0.23	0.82	0.23	0.38	0.26	0.87
ENSG00000251074		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251075	HTT-AS1	0	0	0	0	0.09	0	0	0	0	0.06	0	0	0	0	0.09
ENSG00000251076		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251078		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251079	BMS1P2	1.28	0.76	1.63	2.05	1.56	1.5	1.58	0.89	1.37	1.71	2.73	1.36	1.93	1.47	1.29
ENSG00000251080		0.13	0.18	0	0.14	0.38	0	0.44	0.25	0.24	0.12	0.16	0.73	0.35	0.35	0.39
ENSG00000251081		0.06	0	0	0	0	0	0.07	0	0	0.11	0.07	0	0	0	0.14
ENSG00000251085		0	0	0	0	0	0	0.08	0	0	0	0	0	0	0.16	0
ENSG00000251087		0.02	0.07	0.04	0.03	0.04	0	0	0	0	0	0	0	0	0	0
ENSG00000251088		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251090	OR5AC4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251093		0.12	0	0	0.07	0.09	0.12	0	0	0.11	0.42	0.22	0.15	0.16	0.06	0.14
ENSG00000251095		0.05	0	0	0	0.23	0.25	0	0	0	0	0	0.12	0.02	0.1	0
ENSG00000251099		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251101		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251102		0.04	0	0	0.06	0.08	0.03	0.06	0	0	0.04	0	0.02	0	0	0.07
ENSG00000251105		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251106	FAM206BP	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0
ENSG00000251107		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251108	YBX1P5	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0
ENSG00000251111		0.18	0	0	0	0	0.06	0	0.11	0	0	0.15	0	0	0.06	0
ENSG00000251112		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251113		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251118		0.1	0.13	0	0.11	0	0	0	0	0	0.09	0	0	0.18	0.1	0
ENSG00000251122		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251123		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251125		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251126		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251127		0	0	0	0	0	0	0	0	0.01	0	0.02	0	0.01	0	0
ENSG00000251128	WWC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251129		0.05	0.06	0	0.05	0	0	0.14	0.06	0	0.13	0.1	0.04	0.06	0.12	0.11
ENSG00000251131		1.3	0.57	0.7	1.33	0.83	0.87	2.19	2.33	1.01	0.87	0.79	2.41	1.22	0.5	1.46
ENSG00000251132		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251135		0.3	0.7	0.87	0.14	0.92	0.16	0.26	0.3	0	0.29	0.18	0.46	0.74	0.06	0.26
ENSG00000251136		1.4	2.28	1.7	1.14	3.09	1.97	24.59	0.87	2.95	2.72	1.87	43.15	1.6	6.89	1.91
ENSG00000251137	RPL7L1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251138		0.28	0.6	0.22	0.26	0.86	0.73	0.51	0.5	0.48	1.01	0.52	0.7	0.44	0.54	0.61
ENSG00000251139		0	0.17	0.08	0.13	0	0.11	1.2	0.11	0.11	0	0	1.49	0.05	0.26	0.14
ENSG00000251141		4.43	2.95	3.38	3.41	3.21	4.05	6.67	9.23	5.84	2.48	3.23	4.13	2.55	3.06	0.65
ENSG00000251142		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251143		0.08	0.11	0.11	0.07	0.15	0.09	0.14	0.09	0.05	0.15	0.09	0.13	0.13	0.07	0.17
ENSG00000251144		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251147		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251148		0.08	0	0	0.21	0.06	0	0	0	0.14	0	0.09	0	0.07	0.09	0.05
ENSG00000251149	MTND5P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251151	HOXC-AS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251152		0.13	0.15	0.18	0.2	0.35	0.2	0.23	0.15	0.06	0.29	0.32	0.29	0.2	0.29	0.25
ENSG00000251154		0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0.14
ENSG00000251155		4.12	0	0	0	0	0	0	0	0	0	2.32	2.36	0	0	4.92
ENSG00000251158		0.2	0.21	0.61	0.39	0.28	0.2	0.01	0.4	0.11	0.43	0.03	0.02	0.36	0.08	0.21
ENSG00000251159		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251161		0.05	0.11	0.09	0.02	0.01	0.01	0.03	0.09	0.14	0.03	0.03	0.03	0.02	0.06	0.05
ENSG00000251162		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251163		0	0	0	0	0.09	0	0	0	0	0.11	0	0.3	0	0	0.36
ENSG00000251164	HULC	0	0	0	0	0.26	0.12	0.07	0	0	0.23	0.07	0.08	0.16	0	0.07
ENSG00000251165		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251166	OR4D12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251168		0.32	0	0	0	0	0	0.36	0	0	0	0.4	0	0	1.02	0
ENSG00000251169		0	0	0.07	0.02	0.02	0.02	0.08	0.02	0.06	0.04	0.04	0.01	0.02	0.08	0.03
ENSG00000251170		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251171		0	0	0	0	0.08	0.05	0	0	0	0	0	0	0	0	0
ENSG00000251172		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251173		0	0	0.1	0	0	0.07	0	0	0	0	0.09	0	0	0.09	0.36
ENSG00000251174		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251175		0	0	0	0	0	0.17	0	0.41	0	0.1	0	0.27	0	0	0
ENSG00000251176		0.2	0	0	0	0.14	0	0.36	0	0	0	0	0	0	0	0
ENSG00000251177		0.03	0	0.04	0	0	0	0	0.04	0.04	0.02	0	0	0	0	0.07
ENSG00000251178		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251179		0	0.29	0.05	0	0	0.06	0.85	0.14	0	0.07	0.16	0.4	0.03	0	0.04
ENSG00000251182		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251183		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251184		0	0	0	0	0	0	0	0	0	0.31	0	0	0	0	0
ENSG00000251185		0	0	0	0	0	0	0	0.13	0	0	0	0.17	0	0.07	0
ENSG00000251186		0	0.21	0.21	0.09	0.28	0.09	0.09	0	0	0.1	0.06	0.14	0.05	0.16	0.23
ENSG00000251187		0	0	0	0.06	0.07	0	0	0	0	0	0.13	0.07	0	0.2	0
ENSG00000251188		0	0.42	0	0	0.09	0	0	0	0	0.11	0.07	0.08	0	0	0.07
ENSG00000251189		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251191	C8orf75	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0
ENSG00000251192	ZNF674	2.18	2.27	1.72	1.11	1.2	1.55	1.24	0.93	1.48	1.43	0.96	1.9	0.89	0.99	1.56
ENSG00000251193		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251194		0.44	2.76	1.53	1.45	0.72	0.38	5.36	1.24	1.33	0.45	0.71	3.5	1.22	2.14	0.66
ENSG00000251195		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251196		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251199		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251200		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251201	TMED7-TICAM2	12.26	14.76	12.66	15.95	12.81	12.13	34.06	11.18	12.06	10.5	6.82	31.49	11.58	14.22	6.08
ENSG00000251203		0	0	0.11	0	0.38	0	0.1	0.06	0.18	0	0.04	0.2	0.18	0.04	0.08
ENSG00000251204		0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0
ENSG00000251205		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251206		0	0	0	0	0	0	0	0	0	0.28	0.07	0	0	0	0
ENSG00000251209		0.09	0.88	0.12	0.07	0.33	0.09	1.33	0.12	0.03	0.45	0.13	0.78	0.22	0.19	0.28
ENSG00000251210		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251211		0.12	0.08	0.08	0.17	0.06	0.07	0.09	0.09	0.13	0.08	0.08	0.04	0.06	0	0.04
ENSG00000251212	MTND5P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251213		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251214		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251215		0.04	0.37	0.62	0.08	0.15	0.18	0	0.13	0	0.09	0.16	0.24	0.27	0.04	0.08
ENSG00000251216		0	0.04	0	0.02	0.04	0	0.01	0.02	0.12	0	0	0.03	0	0.05	0
ENSG00000251218		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251219	EMCN-IT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251220		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251221		0	0	0.11	0.09	0	0	0.18	0	0	0	0	0	0.07	0	0
ENSG00000251223		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251224	CNOT10-AS1	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0
ENSG00000251226		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251228		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251229		0.23	0.53	0.91	0.59	1	0.18	0.82	0.45	0.34	0.49	0.73	0.83	0.31	0.61	0.75
ENSG00000251230		0.8	3.51	1.4	0.16	0.41	0.44	50.64	2.79	1.86	0.22	0.59	71.97	2.78	0.56	0.32
ENSG00000251234		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251235		0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251236		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251237		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251239		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251243		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251244		0	0	0.08	0	0	0	0	0	0.11	0.06	0	0.15	0	0	0
ENSG00000251246		0.09	0	0.17	0.13	0.42	0.05	0.01	0.02	0	0.09	0.04	0	0.03	0	0.05
ENSG00000251247	ZNF345	2.59	2.87	2.61	2.81	4.34	4.28	2.61	1.68	4.31	4.8	3.47	2.54	3.3	2.24	3.33
ENSG00000251248		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251249		0.04	0.15	0.04	0.06	0.11	0.05	0.17	0.08	0.1	0.07	0.07	0.17	0.1	0.08	0.08
ENSG00000251250		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251252	MTND2P31	0	0	0	0.07	0	0	0	0	0	0	0	0	0.05	0	0
ENSG00000251253		0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0
ENSG00000251254	GTF2F2P1	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0
ENSG00000251256		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251257		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251258	RFPL4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251259		1.17	1.74	2.76	1.01	2.21	0.98	0.2	0.17	0.17	2.71	1.11	0.47	1.18	0.61	1.42
ENSG00000251260	WDFY3-AS1	0	0	0.08	0	0	0	0	0	0	0	0.08	0	0	0	0
ENSG00000251261		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251264		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251266		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251270		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251271		0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251273		0	0	0.08	0	0	0.11	0.33	0	0	0.17	0	0.06	0.17	0	0.37
ENSG00000251275		0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0
ENSG00000251276	MAGI2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251278		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251279		0.06	0.21	0.13	0	0.08	0.09	0	0.11	0.07	0.02	0.02	0.05	0.06	0	0.05
ENSG00000251281		0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0
ENSG00000251283		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251284		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251285		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251286		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251287		0.12	0.4	0.19	0.21	0.29	0.31	0.56	0.16	0	0.41	0.28	0.12	0.05	0.09	0.48
ENSG00000251288		0.39	0.46	0.22	0.21	0.34	0.16	0.32	0.14	0.15	0.2	0.3	0.22	0.41	0.52	0.35
ENSG00000251291		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251292		0.1	0.12	0.41	0.13	0.26	0.16	0.16	0.23	0.26	0.36	0.42	0.44	0.19	0.34	0.11
ENSG00000251293		0.24	0.23	0.56	0.09	0.36	0	0	0	0.6	0.08	0.91	0.92	0.52	1.31	0.1
ENSG00000251294		0.02	0	0	0	0	0.02	0	0.03	0	0	0	0.02	0.02	0.02	0
ENSG00000251296		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251297	TUBB7P	0	0	0	0	0	0	0	0.05	0	0	0.03	0	0.01	0	0
ENSG00000251298		0.19	0	0.17	0.11	0.21	0	0.15	0.09	0.74	0.31	0.6	0.07	0.06	0	0.09
ENSG00000251299	SLC25A15P3	0	0	0	0	0.01	0	0	0.61	0	0	0.75	0	0	0	0
ENSG00000251300		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251301		0.24	2.74	1.01	0.06	0.2	0.76	54.29	2.03	0	0.34	1.31	135.8	2.13	0.39	0.43
ENSG00000251303		0	0	0	0	0	0	0	0.27	0	0	0.09	0	0.06	0	0
ENSG00000251306		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251307		0.14	0.19	0.18	0.21	0.31	0.13	0.05	0	0.16	0.35	0.16	0.11	0.09	0.15	0.22
ENSG00000251308	MRPS33P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251309		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251310		0.18	0.13	0.25	0.1	0.13	0	0.29	0.16	0.16	0	0.21	0.31	0	0.16	0
ENSG00000251311		0	0.39	0.06	0.14	0.06	0	0.23	0.08	0	0.11	0.1	0.06	0.04	0.21	0.11
ENSG00000251312		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251313		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251314		0.38	0.35	0	0.15	0.38	0.34	0.23	0	0.6	0.36	0.17	0	0.24	0.41	0.4
ENSG00000251317		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251320		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251321		0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251322	SHANK3	0	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.01	0.01	0.04	0.02	0.04	0.07	0.01
ENSG00000251323		0.23	0.48	0.18	0.2	1.28	0.07	1.1	0.27	0.29	0.22	0.07	2.52	0.11	0.27	0.37
ENSG00000251324		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251325		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251326		0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0
ENSG00000251329		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251330		0.11	0.63	0.3	0.73	0.15	0.21	0.49	0.17	0.09	0.15	0.53	0.06	0.32	0.36	0.37
ENSG00000251332		0.11	0.05	0.14	0.12	0.27	0.23	0.16	0.2	0	0.07	0.16	0.09	0.15	0.59	0.04
ENSG00000251333	RTN3P1	0.13	0.13	0	0.1	0.2	0.18	0.05	0.09	0	0.14	0	0	0.13	0	0
ENSG00000251334		0	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0
ENSG00000251336		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251338		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251339		0.41	1.24	0.75	0.21	0.2	0.47	0.87	0.06	0.41	0.33	0.04	1.79	0.33	0.6	0.24
ENSG00000251340		0.06	0	0	0.02	0.09	0.02	0	0	0.08	0	0	0	0.04	0.02	0
ENSG00000251342		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251345		0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0
ENSG00000251347	IRF5P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251348	HSPD1P11	0.02	0.13	0.05	0.02	0	0	0	0.09	0	0.02	0.02	0	0.03	0.11	0.04
ENSG00000251349	MSANTD3-TMEFF1	0.48	2.5	0.56	1.65	0.75	0.77	3.23	0.5	2.96	0.43	0.72	3.58	0.56	4.05	0.19
ENSG00000251350		0.12	0.08	0	0.01	0.19	0.01	0.07	0.1	0	0.05	0.07	0.08	0.02	0.13	0
ENSG00000251352		0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0
ENSG00000251353	MTND3P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251354		0.04	0.1	0	0.22	0	0	0.04	0	0.07	0	0.04	0	0.03	0.04	0
ENSG00000251356		0	0.04	0.04	0.03	0	0.03	0	0.06	0.05	0.06	0.04	0	0	0	0.04
ENSG00000251357		0	0.41	0	0	0	0	0.44	1.14	0	0	0	0.15	0	0	0.27
ENSG00000251359	WWC2-AS2	0.08	0.07	0.08	0.05	0.31	0.06	0.09	0.11	0.04	0.13	0.05	0.11	0.04	0.03	0.07
ENSG00000251360	KHDC1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251361		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251363		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251364		2.61	1.51	0.94	0.45	6.24	3.01	1.04	0.49	1.57	8.12	16.84	2.68	9.07	6.78	39.65
ENSG00000251365		0.05	0.14	0	0.05	0.07	0.09	0.09	0.09	0.08	0.04	0.05	0.1	0	0	0
ENSG00000251366	DBIP2	0	0	0	0	0	0	0	0	0	0.57	0	0	0	0	0
ENSG00000251367		0	0.08	0.09	0	0	0.06	0.14	0.22	0	0.05	0.09	0	0	0.07	0.12
ENSG00000251368		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251369		1.66	0.81	1.06	1.42	1.39	1.16	0.58	1.14	1.59	1.52	1.3	0.66	1.16	1.42	1.11
ENSG00000251370		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251371		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251372	LINC00499	0.54	0.5	0.08	0.13	0.96	0.23	1.29	0.57	0.11	0.74	0.22	3.32	0.22	0.58	0.14
ENSG00000251373		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251374	RPS23P5	0	0	0	0	0	0	0	7.16	0	0	4.64	0	0	0	0
ENSG00000251376		0.13	0.2	0.07	0.16	0.39	0.16	0.83	0.09	0	0.05	0.1	0.15	0.12	0.08	0
ENSG00000251377		0	0.1	0.08	0	0.09	0	0	0	0	0	0	0	0.07	0	0
ENSG00000251378		0.14	0.14	0.2	0.13	0.04	0.2	0.18	0.08	0	0.02	0.16	0.18	0.19	0.15	0.59
ENSG00000251379		2.78	3.49	3.68	2.69	3.52	1.58	5.44	2.71	2.31	2.55	3.44	6.1	3.23	3.29	3.61
ENSG00000251380	C5orf20	0.02	0.05	0	0	0	0	0	0.1	0	0.21	0	0	0.12	0.52	0.17
ENSG00000251381		0.12	0.15	0.2	0.2	0.26	0.26	0.32	0.16	0.43	0.26	0.19	0.5	0.06	0.16	0.06
ENSG00000251383		0	0.03	0	0	0.04	0	0	0.05	0	0.11	0	0.06	0	0.09	0.06
ENSG00000251385		0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251387		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251388		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251389	YTHDF1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
ENSG00000251391		0	0	0	0	0	0	0	0	0.42	0	0	0	0	0	0
ENSG00000251393		0.19	0.31	0.23	0.06	0.25	0.27	0	0	1.01	0.12	1.45	0.6	0.73	0.72	0.88
ENSG00000251395	FTH1P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251396		0.03	0.08	0.24	0.08	0.15	0.03	0.07	0.15	0.02	0.08	0.08	0.33	0.28	0.16	0.38
ENSG00000251398		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251399		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251400	ALDH7A1P1	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0
ENSG00000251401		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251402	FAM90A25P	0	0.01	0.02	0.02	0	0	0	0	0	0	0.01	0	0	0	0
